pre	post	type	synapses
AFDR	AIYR	chemical	5
AFDR	AIZR	electrical	2
AFDR	AWAR	chemical	1
AFDR	BAGL	chemical	1
AIAL	AIAR	electrical	1
AIAL	AIBL	chemical	9
AIAL	AINR	electrical	1
AIAL	ASHL	chemical	2
AIAL	ASIL	electrical	1
AIAL	ASJL	electrical	1
AIAL	ASKL	chemical	3
AIAL	AWAL	chemical	1
AIAL	AWAL	electrical	1
AIAL	AWBL	electrical	1
AIAL	AWCL	chemical	2
AIAL	AWCR	chemical	3
AIAL	RIFL	chemical	1
AIAR	ADLR	chemical	1
AIAR	AIBR	chemical	8
AIAR	AIZR	chemical	2
AIAR	ASER	chemical	1
AIAR	ASHR	chemical	1
AIAR	ASIR	electrical	2
AIAR	ASJR	electrical	1
AIAR	ASKR	chemical	2
AIAR	AWBR	electrical	1
AIAR	AWCR	chemical	1
AIAR	RIFR	chemical	1
AIBL	AVAL	chemical	1
AIBL	AVBL	chemical	3
AIBL	DVC	electrical	1
AIBL	RIBR	chemical	2
AIBL	RIML	chemical	1
AIBL	RIMR	chemical	9
AIBL	RIVL	chemical	1
AIBL	RIVL	electrical	1
AIBL	SAADL	chemical	1
AIBL	SMDDR	chemical	3
AIBL	SMDVR	chemical	3
AIBR	AVBR	chemical	6
AIBR	RIBL	chemical	7
AIBR	RIBR	chemical	1
AIBR	RIML	chemical	7
AIBR	RIMR	chemical	2
AIBR	RIVR	electrical	1
AIBR	RMEV	chemical	1
AIBR	SAADR	chemical	1
AIBR	SMDDL	chemical	2
AIBR	SMDVL	chemical	3
AIML	AIAL	chemical	3
AIML	AIMR	chemical	1
AIML	AIMR	electrical	1
AIML	ALML	chemical	1
AIML	ASGL	chemical	2
AIML	ASJL	chemical	1
AIML	ASKL	chemical	2
AIML	AVDL	chemical	1
AIMR	AIAL	chemical	1
AIMR	AIAR	chemical	2
AIMR	ALMR	chemical	1
AIMR	ASGR	chemical	3
AIMR	ASHL	chemical	1
AIMR	ASHR	chemical	1
AIMR	AVBR	chemical	1
AIMR	SIBDL	chemical	1
AINL	AFDL	chemical	1
AINL	AFDR	chemical	4
AINL	ASEL	chemical	1
AINL	AUAR	chemical	3
AINL	BAGL	chemical	1
AINL	CEPshDL	chemical	1
AINL	RIBR	chemical	2
AINL	RID	chemical	1
AINR	AFDL	chemical	4
AINR	AUAL	chemical	1
AINR	AWCR	chemical	2
AINR	BAGL	chemical	1
AINR	BAGR	chemical	5
AINR	CEPshDL	chemical	1
AINR	CEPshVL	chemical	3
AINR	CEPVL	chemical	1
AINR	RIBL	chemical	1
AINR	RID	chemical	1
AIYL	ADFL	chemical	1
AIYL	AFDL	chemical	1
AIYL	AIZL	chemical	9
AIYL	BAGL	chemical	2
AIYL	BAGR	chemical	3
AIYL	RIAL	chemical	4
AIYL	RIBL	chemical	6
AIYR	ADFR	chemical	1
AIYR	AFDR	chemical	1
AIYR	AIZR	chemical	5
AIYR	AUAR	chemical	1
AIYR	BAGL	chemical	1
AIYR	RIAR	chemical	2
AIYR	RIBR	chemical	2
AIZL	ADFL	chemical	3
AIZL	AIAL	chemical	2
AIZL	AIBL	chemical	1
AIZL	AIBR	chemical	11
AIZL	AIZL	electrical	1
AIZL	AIZR	electrical	1
AIZL	ASER	electrical	1
AIZL	ASHL	electrical	1
AIZL	AVAL	chemical	1
AIZL	AVEL	chemical	2
AIZL	AVER	chemical	2
AIZL	AWBL	chemical	1
AIZL	BAGR	chemical	1
AIZL	RIAL	chemical	9
AIZL	RIBL	chemical	1
AIZL	RIML	chemical	9
AIZL	SMBDL	chemical	7
AIZL	SMBVL	chemical	10
AIZL	SMDVL	chemical	1
AIZR	ADFR	chemical	1
AIZR	AIAR	chemical	4
AIZR	AIBL	chemical	6
AIZR	AIBR	chemical	3
AIZR	ASHR	electrical	1
AIZR	AVEL	chemical	1
AIZR	RIAR	chemical	3
AIZR	RIMR	chemical	5
AIZR	SMBDR	chemical	6
AIZR	SMBVR	chemical	6
AIZR	SMDVR	chemical	2
ALA	ASJL	chemical	1
ALA	ASJR	chemical	1
ALA	AVEL	chemical	3
ALA	AVER	chemical	1
ALA	IL1L	chemical	1
ALA	IL1R	chemical	1
ALA	IL2L	chemical	1
ALA	IL2R	chemical	1
ALML	AVDL	electrical	1
ALML	AVDR	electrical	2
ALML	BDUL	chemical	3
ALML	CEPDL	chemical	1
ALML	CEPVL	chemical	2
ALML	PVCR	chemical	1
ALML	PVR	electrical	1
ALMR	AVBR	chemical	1
ALMR	AVDR	electrical	2
ALMR	BDUR	chemical	3
ALMR	CEPDR	chemical	1
ALMR	CEPVR	chemical	3
ALMR	PVCL	chemical	1
ALMR	PVR	electrical	1
ALMR	RIFR	chemical	2
AQR	ADAR	chemical	1
AQR	ADER	chemical	1
AQR	AIBL	chemical	1
AQR	AVAL	chemical	2
AQR	AVAR	chemical	2
AQR	AVBL	chemical	3
AQR	AVDL	chemical	1
AQR	AVDR	chemical	1
AQR	PVCL	chemical	2
AQR	PVPL	electrical	3
AQR	RIAR	chemical	1
AQR	RIGR	electrical	2
AQR	RIR	chemical	1
ASEL	AFDL	chemical	1
ASEL	AIBL	chemical	9
ASEL	AIYL	chemical	8
ASEL	AIYR	chemical	1
ASEL	ASER	chemical	1
ASEL	AWCL	chemical	1
ASEL	AWCR	chemical	1
ASER	AFDR	chemical	2
ASER	AIAR	chemical	1
ASER	AIBL	chemical	3
ASER	AIBR	chemical	6
ASER	AIYL	chemical	3
ASER	AIYR	chemical	9
ASER	AIZR	chemical	1
ASER	AWCR	chemical	5
ASGL	AIAL	chemical	7
ASGL	AIBL	chemical	1
ASGL	AIML	chemical	1
ASGR	AIAR	chemical	6
ASGR	AIMR	chemical	2
ASHL	ADAL	chemical	3
ASHL	AIAL	chemical	7
ASHL	AIBL	chemical	1
ASHL	ASHR	electrical	1
ASHL	ASKL	chemical	1
ASHL	ASKL	electrical	1
ASHL	AVAL	chemical	8
ASHL	AVAR	chemical	1
ASHL	AVBL	chemical	6
ASHL	AVDL	chemical	1
ASHL	AVDR	chemical	6
ASHL	AWAL	chemical	3
ASHL	PVCR	chemical	1
ASHL	PVQL	chemical	1
ASHL	RIAL	chemical	2
ASHL	RICL	electrical	1
ASHL	RMGL	electrical	1
ASHL	URXL	chemical	1
ASHR	ADAR	chemical	1
ASHR	AIAR	chemical	3
ASHR	AIBR	chemical	2
ASHR	ASKR	chemical	2
ASHR	ASKR	electrical	1
ASHR	AVAR	chemical	8
ASHR	AVBR	chemical	4
ASHR	AVDR	chemical	1
ASHR	AVHL	chemical	1
ASHR	RIAR	chemical	2
ASHR	RMGR	electrical	1
ASHR	SMBVR	chemical	1
ASIL	AIAL	chemical	1
ASIL	ASIR	electrical	1
ASIL	AWCL	chemical	3
ASIL	AWCR	chemical	4
ASIL	CEPshDR	chemical	1
ASIL	CEPshVL	chemical	3
ASIR	AIBR	chemical	1
ASIR	ASGR	chemical	1
ASIR	AWCL	chemical	2
ASIR	AWCR	chemical	1
ASIR	CEPshDR	chemical	1
ASJL	ASJR	electrical	1
ASJL	ASKL	chemical	3
ASJL	PVQL	chemical	8
ASJR	ASKR	chemical	3
ASJR	PVQR	chemical	7
ASKL	AIAL	chemical	7
ASKL	ASKR	electrical	1
ASKL	PVQL	chemical	1
ASKL	PVQL	electrical	1
ASKR	AIAR	chemical	7
ASKR	AIBR	chemical	4
ASKR	AINR	chemical	1
ASKR	PVQR	electrical	2
AUAL	AVAL	chemical	2
AUAL	AVEL	chemical	5
AUAL	RIAL	chemical	7
AUAL	RIBL	chemical	10
AUAL	URXL	chemical	2
AUAL	URXL	electrical	1
AUAR	AVAR	chemical	1
AUAR	AVER	chemical	4
AUAR	RIAR	chemical	6
AUAR	RIBR	chemical	10
AUAR	URXR	electrical	1
AUAR	URYVR	chemical	1
AVAL	AVAR	electrical	1
AVAL	RIML	electrical	1
AVAL	RIMR	electrical	2
AVAL	URYDL	electrical	1
AVAL	URYDR	electrical	1
AVAL	URYVR	electrical	1
AVAR	RIML	electrical	2
AVAR	RIMR	electrical	1
AVAR	URYDR	electrical	1
AVAR	URYVL	electrical	1
AVBL	DVA	electrical	1
AVBL	RIBR	electrical	1
AVBR	DVA	electrical	2
AVBR	RIBL	electrical	1
AVBR	RIBR	electrical	1
AVEL	OLQDR	electrical	1
AVEL	OLQVR	electrical	1
AVEL	RIML	electrical	2
AVEL	RIMR	electrical	1
AVEL	RIVL	electrical	1
AVEL	URYVR	electrical	1
AVER	OLQDL	electrical	1
AVER	OLQVL	electrical	1
AVER	RIML	electrical	1
AVER	RIMR	electrical	2
AVER	RIVR	electrical	1
AVER	RMDDL	electrical	1
AVER	URYVL	electrical	1
AVHL	ADAR	chemical	1
AVHL	ADFR	chemical	2
AVHL	AIZR	chemical	1
AVHL	ASHL	chemical	1
AVHL	ASHR	chemical	1
AVHL	AWBL	chemical	1
AVHL	AWBR	chemical	3
AVHL	PVPR	chemical	1
AVHL	RIFR	chemical	1
AVHL	RIR	chemical	1
AVHR	ADFL	chemical	3
AVHR	ADLL	chemical	1
AVHR	AIAL	chemical	1
AVHR	AIZL	chemical	3
AVHR	AVAR	chemical	1
AVHR	AVHL	chemical	1
AVHR	AVJR	chemical	1
AVHR	AWBL	chemical	4
AVHR	DVA	chemical	1
AVHR	SMBVL	chemical	3
AVHR	URXL	chemical	1
AVJL	AVBR	chemical	2
AVJL	AVJR	electrical	1
AVJL	BDUR	chemical	1
AVJL	FLPL	chemical	1
AVJL	PVCL	chemical	2
AVJL	PVCR	chemical	1
AVJL	RIFR	chemical	1
AVJR	AVBL	chemical	1
AVJR	AVBR	chemical	1
AVJR	AVDR	chemical	1
AVJR	RIFL	chemical	1
AVJR	RIS	electrical	1
AVKL	AIBL	chemical	1
AVKL	AVEL	chemical	2
AVKL	AVER	chemical	2
AVKL	AVKR	electrical	1
AVKL	PVPL	electrical	1
AVKL	PVT	electrical	1
AVKL	RICL	electrical	1
AVKL	RICR	electrical	1
AVKL	RIGL	electrical	1
AVKL	RIML	chemical	2
AVKL	RIMR	chemical	1
AVKL	RIS	chemical	2
AVKL	RMGL	chemical	1
AVKL	RMGR	chemical	1
AVKL	SAADR	chemical	1
AVKL	SMBVR	electrical	1
AVKL	SMDVR	chemical	1
AVKR	AIBR	chemical	1
AVKR	AVER	chemical	1
AVKR	AVKL	chemical	2
AVKR	PVPR	electrical	1
AVKR	PVT	electrical	2
AVKR	RICL	electrical	2
AVKR	RICR	electrical	1
AVKR	RIGR	electrical	1
AVKR	RIML	chemical	2
AVKR	RIMR	chemical	2
AVKR	RIS	chemical	1
AVKR	RMDR	chemical	2
AVKR	SAADL	chemical	1
AVKR	SAAVL	chemical	1
AVKR	SIADL	chemical	1
AVKR	SMBDL	electrical	1
AVKR	SMBDR	electrical	1
AVKR	SMBVL	electrical	1
AVKR	SMBVR	electrical	2
AVL	RIS	chemical	2
AVL	RMEL	chemical	1
AVL	RMER	chemical	1
AWAL	AIAL	chemical	1
AWAL	AIZL	chemical	4
AWAL	ASEL	chemical	2
AWAL	AWAR	electrical	1
AWAL	AWBL	chemical	5
AWAR	ADLR	chemical	3
AWAR	AFDR	chemical	1
AWAR	AIAR	chemical	1
AWAR	AIYR	chemical	2
AWAR	AIZR	chemical	3
AWAR	ASER	chemical	4
AWAR	AWAL	chemical	1
AWAR	AWBR	chemical	5
AWBL	ADFL	chemical	5
AWBL	ADFR	chemical	2
AWBL	AIZL	chemical	3
AWBL	ASHL	chemical	1
AWBL	AVHR	chemical	1
AWBL	RIAL	chemical	1
AWBL	RIR	chemical	1
AWBL	SMBVL	chemical	1
AWBL	URXL	chemical	1
AWBR	ADFR	chemical	5
AWBR	AIZR	chemical	1
AWBR	ASER	chemical	1
AWBR	ASHR	chemical	1
AWBR	AUAR	chemical	1
AWBR	AVHL	chemical	3
AWBR	RIBR	chemical	1
AWBR	RIR	chemical	2
AWBR	SMBVR	chemical	1
AWBR	URXR	chemical	1
AWCL	AIAL	chemical	2
AWCL	AIAR	chemical	2
AWCL	AIBL	chemical	8
AWCL	AIBR	chemical	2
AWCL	AINR	chemical	1
AWCL	AIYL	chemical	6
AWCL	AIYR	chemical	3
AWCL	ASEL	chemical	2
AWCL	ASER	chemical	1
AWCL	AWCR	chemical	3
AWCR	ADLR	chemical	1
AWCR	AIAL	chemical	3
AWCR	AIAR	chemical	3
AWCR	AIBL	chemical	5
AWCR	AIBR	chemical	5
AWCR	AINL	chemical	1
AWCR	AIYL	chemical	4
AWCR	AIYR	chemical	1
AWCR	ASER	chemical	5
AWCR	AWCL	chemical	5
BAGL	AVER	chemical	4
BAGL	RIAR	chemical	3
BAGL	RIBR	chemical	7
BAGL	RIGR	chemical	1
BAGL	RIR	electrical	1
BAGR	AVEL	chemical	3
BAGR	RIAL	chemical	4
BAGR	RIBL	chemical	5
BAGR	RIGL	chemical	2
BAGR	RIR	electrical	1
BDUL	ALML	chemical	1
BDUL	BDUR	electrical	1
BDUL	PVCR	chemical	2
BDUL	PVR	chemical	3
BDUR	AVJL	chemical	1
BDUR	IL2DR	chemical	1
BDUR	PVCL	chemical	1
BDUR	PVR	chemical	1
CEPDL	AVER	chemical	4
CEPDL	IL1DL	chemical	3
CEPDL	IL1L	chemical	1
CEPDL	OLLL	chemical	6
CEPDL	OLQDL	chemical	1
CEPDL	RICL	chemical	1
CEPDL	RICR	chemical	1
CEPDL	RIH	electrical	1
CEPDL	RMDVL	chemical	6
CEPDL	SMDDR	chemical	1
CEPDL	URBL	chemical	2
CEPDL	URYDL	chemical	1
CEPDR	ADAR	chemical	1
CEPDR	AVAR	chemical	1
CEPDR	AVEL	chemical	5
CEPDR	IL1DR	chemical	1
CEPDR	OLLR	chemical	5
CEPDR	OLQDR	chemical	2
CEPDR	RICL	chemical	3
CEPDR	RICR	chemical	3
CEPDR	RIH	electrical	1
CEPDR	RMDDR	chemical	1
CEPDR	RMDVR	chemical	3
CEPDR	SMDDL	chemical	1
CEPDR	URBR	chemical	2
CEPDR	URYDR	chemical	1
CEPVL	AVER	chemical	5
CEPVL	IL1VL	chemical	1
CEPVL	IL2VL	chemical	1
CEPVL	OLLL	chemical	7
CEPVL	OLQVL	chemical	3
CEPVL	RICL	chemical	1
CEPVL	RICR	chemical	2
CEPVL	RIPL	chemical	2
CEPVL	RMDDL	chemical	4
CEPVL	SMDVR	chemical	2
CEPVL	URYVL	chemical	1
CEPVR	AVEL	chemical	4
CEPVR	IL1VR	chemical	2
CEPVR	OLLR	chemical	4
CEPVR	OLQVR	chemical	3
CEPVR	RICL	chemical	1
CEPVR	RICR	chemical	3
CEPVR	RIPR	chemical	1
CEPVR	RMDDR	chemical	2
CEPVR	SMBVR	chemical	1
CEPVR	SMDVL	chemical	2
CEPVR	URAVR	chemical	1
CEPVR	URBR	chemical	1
DVA	AIZL	chemical	2
DVA	AIZR	chemical	1
DVA	AUAL	chemical	1
DVA	AUAR	chemical	1
DVA	AVAL	chemical	1
DVA	AVEL	chemical	4
DVA	AVER	chemical	4
DVA	OLQVL	electrical	1
DVA	OLQVR	electrical	1
DVA	RIR	chemical	3
DVA	URYDL	chemical	1
DVA	URYDR	chemical	1
DVA	URYVR	chemical	1
DVC	AIBL	chemical	3
DVC	AIBR	chemical	4
DVC	AIZR	chemical	1
DVC	AVAL	chemical	1
DVC	AVAR	chemical	1
DVC	AVDL	chemical	1
DVC	AVEL	chemical	1
DVC	AVER	chemical	1
DVC	BAGL	chemical	1
DVC	CEPshDL	chemical	1
DVC	RIBL	chemical	2
DVC	RIBR	chemical	4
DVC	RIGL	chemical	3
DVC	RIGR	chemical	4
DVC	URAVR	chemical	1
FLPL	AVBL	chemical	1
FLPL	AVBR	chemical	1
FLPL	AVDL	chemical	2
FLPL	AVEL	chemical	1
FLPL	AVJL	chemical	1
FLPL	FLPR	chemical	1
FLPL	PVCR	chemical	1
FLPL	PVR	electrical	1
FLPL	RIH	electrical	1
FLPL	RIMR	electrical	1
FLPR	ADER	chemical	1
FLPR	AVAL	chemical	1
FLPR	AVBL	chemical	2
FLPR	AVDL	chemical	2
FLPR	AVEL	chemical	1
FLPR	FLPL	chemical	2
FLPR	PVR	electrical	1
FLPR	RIH	electrical	1
GLRDL	RMED	electrical	1
GLRDR	RMED	electrical	1
GLRL	RMEL	electrical	1
GLRVL	RMEV	electrical	1
IL1DL	BWM-DL01	chemical	1
IL1DL	BWM-DL02	chemical	1
IL1DL	IL1L	electrical	1
IL1DL	RIPL	chemical	3
IL1DL	RMDVL	chemical	1
IL1DL	RMEL	chemical	1
IL1DR	BWM-DR01	chemical	2
IL1DR	BWM-DR02	chemical	2
IL1DR	IL1R	electrical	1
IL1DR	RIPR	chemical	2
IL1DR	RMDVR	chemical	2
IL1DR	RMER	chemical	1
IL1L	BWM-DL02	chemical	4
IL1L	BWM-VL02	chemical	4
IL1L	IL1VL	electrical	1
IL1L	RIPL	chemical	1
IL1L	RMDDL	chemical	2
IL1L	RMDDR	chemical	1
IL1L	RMDL	chemical	2
IL1L	RMDVL	chemical	4
IL1L	RMER	chemical	1
IL1L	URADL	chemical	1
IL1R	BWM-DR02	chemical	1
IL1R	BWM-VR02	chemical	2
IL1R	BWM-VR04	chemical	2
IL1R	IL1VR	electrical	1
IL1R	RMDDR	chemical	2
IL1R	RMDR	chemical	2
IL1R	RMDVR	chemical	1
IL1VL	BWM-VL01	chemical	1
IL1VL	BWM-VL02	chemical	3
IL1VL	RIPL	chemical	4
IL1VL	RMDDL	chemical	3
IL1VL	RMEL	chemical	1
IL1VR	BWM-VR01	chemical	2
IL1VR	BWM-VR02	chemical	1
IL1VR	RIPR	chemical	3
IL1VR	RMDDR	chemical	3
IL1VR	RMER	chemical	1
IL2DL	IL1DL	chemical	1
IL2DL	RIPL	chemical	3
IL2DL	RMED	chemical	2
IL2DL	RMEL	chemical	4
IL2DL	RMER	chemical	3
IL2DL	URADL	chemical	1
IL2DR	IL1DR	chemical	1
IL2DR	RIPR	chemical	5
IL2DR	RMED	chemical	1
IL2DR	RMEL	chemical	3
IL2DR	RMER	chemical	3
IL2DR	RMEV	chemical	2
IL2DR	URADR	chemical	3
IL2L	OLLL	chemical	1
IL2L	OLQDL	chemical	2
IL2L	OLQVL	chemical	2
IL2L	RIH	chemical	4
IL2L	RMDR	chemical	1
IL2L	RMGL	electrical	2
IL2L	URXL	electrical	1
IL2R	OLLR	chemical	2
IL2R	OLQDR	chemical	4
IL2R	OLQVR	chemical	3
IL2R	RIH	chemical	5
IL2R	RMDL	chemical	2
IL2R	RMGR	electrical	1
IL2R	URXR	electrical	1
IL2VL	IL1VL	chemical	1
IL2VL	RIPL	chemical	7
IL2VL	RMED	chemical	1
IL2VL	RMEL	chemical	3
IL2VL	RMER	chemical	2
IL2VL	URAVL	chemical	1
IL2VR	BWM-VR01	chemical	2
IL2VR	RIPR	chemical	4
IL2VR	RMEL	chemical	2
IL2VR	RMER	chemical	3
IL2VR	RMEV	chemical	2
IL2VR	URAVR	chemical	1
OLLL	AVER	chemical	11
OLLL	CEPDL	chemical	5
OLLL	CEPVL	chemical	7
OLLL	OLLR	electrical	2
OLLL	OLQDL	electrical	1
OLLL	OLQVL	electrical	1
OLLL	RIBL	chemical	9
OLLL	RIGL	electrical	2
OLLL	RMDDL	chemical	4
OLLL	RMDVL	chemical	4
OLLL	SMDDR	chemical	4
OLLL	SMDVR	chemical	4
OLLR	AVEL	chemical	13
OLLR	CEPDR	chemical	2
OLLR	CEPVR	chemical	3
OLLR	OLQDR	electrical	1
OLLR	OLQVR	electrical	1
OLLR	RIBR	chemical	3
OLLR	RIGR	electrical	1
OLLR	RMDDR	chemical	2
OLLR	RMDL	chemical	1
OLLR	RMDVR	chemical	2
OLLR	SMDDL	chemical	3
OLLR	SMDVL	chemical	5
OLQDL	IL2L	chemical	1
OLQDL	RIBL	electrical	1
OLQDL	RICR	chemical	1
OLQDL	RIGL	electrical	1
OLQDL	RIH	electrical	1
OLQDL	RMDDR	chemical	1
OLQDL	SIBVL	chemical	1
OLQDL	URBL	electrical	1
OLQDR	IL2R	chemical	1
OLQDR	RIBR	electrical	1
OLQDR	RICL	chemical	1
OLQDR	RIGR	electrical	1
OLQDR	RIH	electrical	1
OLQDR	RMDDL	chemical	1
OLQDR	SIBVR	chemical	1
OLQDR	URBR	electrical	1
OLQVL	IL2L	chemical	1
OLQVL	RIBL	electrical	1
OLQVL	RICL	chemical	1
OLQVL	RIGL	electrical	1
OLQVL	RIH	electrical	1
OLQVL	RMDVR	chemical	2
OLQVL	RMHL	chemical	1
OLQVL	SIBDL	chemical	2
OLQVL	URBL	electrical	2
OLQVR	IL2R	chemical	1
OLQVR	RIBR	electrical	1
OLQVR	RICR	chemical	1
OLQVR	RIGR	electrical	1
OLQVR	RIH	electrical	1
OLQVR	RMDVL	chemical	2
OLQVR	SIBDR	chemical	2
OLQVR	URBR	electrical	2
PVCL	AVBL	chemical	3
PVCL	AVBR	chemical	1
PVCL	AVDL	chemical	1
PVCL	AVEL	chemical	1
PVCL	AVER	chemical	1
PVCL	FLPR	chemical	1
PVCL	PVCR	chemical	1
PVCL	RIS	chemical	1
PVCL	SIAVR	chemical	1
PVCL	SIBDL	chemical	1
PVCL	SIBDR	chemical	2
PVCL	SIBVL	chemical	1
PVCR	AVAL	chemical	2
PVCR	AVBR	chemical	3
PVCR	AVDL	chemical	1
PVCR	AVDR	chemical	2
PVCR	AVEL	chemical	1
PVCR	AVER	chemical	1
PVCR	FLPL	chemical	1
PVCR	PVCL	chemical	1
PVCR	RID	chemical	4
PVCR	SIAVL	chemical	1
PVPL	AIBR	chemical	1
PVPL	AVAL	chemical	1
PVPL	AVHR	chemical	1
PVPL	DVA	chemical	1
PVPL	PVPR	electrical	1
PVPL	RIGL	chemical	1
PVPR	AIBL	chemical	1
PVPR	AVBL	chemical	1
PVPR	AVBR	chemical	1
PVPR	AVEL	chemical	1
PVPR	PVCR	chemical	1
PVPR	RIGR	chemical	1
PVQL	AIAL	chemical	6
PVQL	ASJL	chemical	1
PVQL	ASKL	chemical	7
PVQR	AIAL	chemical	1
PVQR	AIAR	chemical	3
PVQR	ASJR	chemical	2
PVQR	ASKL	chemical	1
PVQR	ASKR	chemical	4
PVQR	AWAL	chemical	1
PVR	AVBL	chemical	5
PVR	AVBR	chemical	3
PVR	AVJL	chemical	3
PVR	AVJR	chemical	4
PVR	CEPVR	chemical	1
PVR	IL1DL	chemical	1
PVR	IL1DR	chemical	1
PVR	IL1VL	chemical	1
PVR	IL1VR	chemical	2
PVR	RIPL	chemical	1
PVR	RIPR	chemical	4
PVR	URYVR	chemical	1
PVT	AIBL	chemical	1
PVT	AIBR	chemical	1
PVT	AVKL	chemical	7
PVT	AVKR	chemical	6
PVT	AVL	chemical	2
PVT	DVC	chemical	2
PVT	OLQVL	chemical	1
PVT	RIGL	chemical	2
PVT	RIGR	chemical	3
PVT	RIR	chemical	1
PVT	RMEV	chemical	1
PVT	SAADL	chemical	1
RIAL	CEPDR	chemical	1
RIAL	CEPVR	chemical	1
RIAL	RIAR	chemical	17
RIAL	RIAR	electrical	1
RIAL	RIVR	chemical	1
RIAL	RMDDL	chemical	11
RIAL	RMDDR	chemical	11
RIAL	RMDL	chemical	10
RIAL	RMDR	chemical	6
RIAL	RMDVL	chemical	12
RIAL	RMDVR	chemical	10
RIAL	SIADL	chemical	7
RIAL	SIAVR	chemical	2
RIAL	SMDDL	chemical	7
RIAL	SMDDR	chemical	6
RIAL	SMDVL	chemical	9
RIAL	SMDVR	chemical	10
RIAR	CEPVR	chemical	2
RIAR	IL1R	chemical	1
RIAR	RIAL	chemical	15
RIAR	RIVL	chemical	1
RIAR	RMDDL	chemical	11
RIAR	RMDDR	chemical	10
RIAR	RMDL	chemical	7
RIAR	RMDR	chemical	9
RIAR	RMDVL	chemical	7
RIAR	RMDVR	chemical	13
RIAR	SIADL	chemical	2
RIAR	SIADR	chemical	1
RIAR	SIAVL	chemical	4
RIAR	SMDDL	chemical	8
RIAR	SMDDR	chemical	11
RIAR	SMDVL	chemical	13
RIAR	SMDVR	chemical	6
RIBL	AIBR	chemical	1
RIBL	AVAL	chemical	1
RIBL	AVDR	chemical	1
RIBL	AVEL	chemical	2
RIBL	AVER	chemical	4
RIBL	BAGR	chemical	2
RIBL	OLLL	chemical	1
RIBL	RIAL	chemical	2
RIBL	RIBL	electrical	1
RIBL	RIBR	electrical	3
RIBL	RIGL	electrical	1
RIBL	RIS	chemical	1
RIBL	RMDR	electrical	1
RIBL	SIADL	electrical	1
RIBL	SIAVL	electrical	1
RIBL	SIBDL	electrical	1
RIBL	SIBVL	electrical	1
RIBL	SIBVR	electrical	1
RIBL	SMDDR	chemical	1
