pre	post	type	synapses
AVHR	ADFL	chemical	1
AVHR	AIZL	chemical	2
AVHR	AWAL	chemical	1
AVHR	AWBL	chemical	3
AVHR	PVPL	chemical	1
AVHR	RIR	chemical	1
AVJL	AIYR	chemical	1
AVJL	AVBR	chemical	1
AVJL	BDUR	electrical	1
AVJL	RIS	electrical	1
AVJR	AIYL	chemical	1
AVJR	AVBR	chemical	1
AVJR	AVJL	chemical	1
AVJR	SMBVL	chemical	1
AVKL	AVEL	chemical	1
AVKL	AVER	chemical	2
AVKL	RICL	electrical	1
AVKL	RIML	chemical	3
AVKL	RIMR	chemical	2
AVKL	RIS	chemical	1
AVKL	RMDR	chemical	1
AVKL	RMGL	chemical	1
AVKL	SAAVL	chemical	1
AVKL	SAAVR	chemical	1
AVKL	SMDVR	chemical	1
AVKR	AVER	chemical	2
AVKR	RIGL	electrical	1
AVKR	RIGR	chemical	1
AVKR	RIMR	chemical	3
AVKR	RIS	chemical	1
AVKR	RMDL	chemical	2
AVKR	SAADR	chemical	2
AVKR	SMBDR	electrical	1
AVL	BAGR	chemical	1
AVL	DVC	electrical	1
AVL	RIS	chemical	1
AVL	RMEL	chemical	1
AVL	RMER	chemical	1
AWAL	ADLL	chemical	2
AWAL	AIZL	chemical	3
AWAL	ASEL	chemical	2
AWAL	AVHR	chemical	1
AWAL	AWBL	chemical	3
AWAL	AWBR	chemical	1
AWAL	SMBVL	chemical	1
AWAR	ADFR	chemical	1
AWAR	ADLR	chemical	3
AWAR	AIAR	chemical	2
AWAR	AIYR	chemical	1
AWAR	AIZR	chemical	1
AWAR	ASER	chemical	2
AWAR	ASJR	chemical	1
AWAR	AWBR	chemical	4
AWBL	ADFL	chemical	3
AWBL	AIZL	chemical	3
AWBL	URXL	chemical	1
AWBR	ADFR	chemical	3
AWBR	AIZL	chemical	1
AWBR	AIZR	chemical	1
AWBR	AWAR	chemical	1
AWBR	SMBVR	chemical	1
AWCL	AIAL	chemical	4
AWCL	AIAR	chemical	4
AWCL	AIBL	chemical	3
AWCL	AIBR	chemical	5
AWCL	AIYL	chemical	2
AWCL	AIYR	chemical	2
AWCL	ASEL	chemical	1
AWCL	ASER	chemical	3
AWCL	ASGL	chemical	1
AWCL	AWCR	chemical	3
AWCR	AIAL	chemical	1
AWCR	AIBL	chemical	2
AWCR	AIBR	chemical	5
AWCR	AIYL	chemical	2
AWCR	AIYR	chemical	6
AWCR	AWCL	chemical	2
AWCR	BAGR	chemical	1
BAGL	AINL	chemical	1
BAGL	RIAR	chemical	4
BAGL	RIBR	chemical	4
BAGL	RIGR	chemical	1
BAGL	RIR	electrical	1
BAGR	RIAL	chemical	2
BAGR	RIBL	chemical	1
BAGR	RIGL	chemical	1
BAGR	RIR	electrical	1
BDUL	AVBL	chemical	1
BDUL	AVHR	chemical	1
BDUL	AVJL	chemical	1
BDUL	AVJR	chemical	2
BDUL	BDUR	electrical	1
BDUL	CEPshVL	chemical	1
BDUL	PVR	chemical	1
BDUL	RIFL	chemical	2
BDUL	SIBDR	chemical	1
BDUL	URADL	chemical	1
BDUR	AVBL	chemical	1
BDUR	CEPshVR	chemical	2
BDUR	PVCR	chemical	1
BDUR	PVR	chemical	2
CEPDL	AVER	chemical	4
CEPDL	OLLL	chemical	4
CEPDL	OLQDL	chemical	1
CEPDL	PVR	chemical	1
CEPDL	RICL	chemical	1
CEPDL	RICR	chemical	1
CEPDL	RIH	electrical	1
CEPDL	RIPL	chemical	1
CEPDL	RMDVL	chemical	2
CEPDL	URADL	chemical	1
CEPDR	AVEL	chemical	4
CEPDR	IL1DR	chemical	1
CEPDR	OLLR	chemical	5
CEPDR	OLQDR	chemical	1
CEPDR	RICL	chemical	2
CEPDR	RICR	chemical	2
CEPDR	RMDVR	chemical	4
CEPDR	URADR	chemical	1
CEPDR	URBR	chemical	1
CEPVL	OLLL	chemical	2
CEPVL	OLQVL	chemical	2
CEPVL	OLQVL	electrical	1
CEPVL	PVR	chemical	1
CEPVL	RICL	chemical	2
CEPVL	RICR	chemical	2
CEPVL	RIPL	chemical	1
CEPVL	RMDDL	chemical	2
CEPVL	SMDVR	chemical	1
CEPVR	AVEL	chemical	2
CEPVR	IL1VR	chemical	1
CEPVR	OLLR	chemical	4
CEPVR	OLQVR	chemical	2
CEPVR	RICL	chemical	1
CEPVR	RICR	chemical	3
CEPVR	RIPR	chemical	1
CEPVR	RMDDR	chemical	2
CEPVR	SMDVL	chemical	2
CEPVR	URAVR	chemical	1
CEPVR	URBR	chemical	1
CEPVR	URYVR	chemical	2
DVA	ADAL	chemical	1
DVA	AIBL	chemical	1
DVA	AIZL	chemical	2
DVA	AIZR	chemical	2
DVA	AVAR	chemical	1
DVA	AVEL	chemical	3
DVA	AVER	chemical	2
DVA	RIGR	chemical	1
DVA	RIR	chemical	2
DVA	SIAVR	electrical	1
DVC	AIBL	chemical	1
DVC	AIBR	chemical	1
DVC	AVAL	chemical	2
DVC	AVAR	chemical	3
DVC	RIBL	chemical	1
DVC	RIBR	chemical	1
DVC	RIGL	chemical	2
DVC	RIGR	chemical	2
DVC	URYVR	chemical	1
FLPL	ADEL	chemical	2
FLPL	AVAL	chemical	2
FLPL	AVAR	chemical	2
FLPL	AVL	chemical	1
FLPL	FLPR	chemical	1
FLPR	ADEL	chemical	1
FLPR	AVAL	chemical	2
FLPR	AVAR	chemical	3
FLPR	AVBL	chemical	1
FLPR	AVBR	chemical	1
FLPR	AVEL	chemical	1
FLPR	DVC	chemical	1
FLPR	FLPL	chemical	3
FLPR	PVCL	chemical	1
IL1DL	BWM-DL01	chemical	2
IL1DL	BWM-DL02	chemical	2
IL1DL	IL1DR	electrical	1
IL1DL	RIPL	chemical	3
IL1DL	RMDVL	chemical	4
IL1DL	RMEL	chemical	1
IL1DR	BWM-DR01	chemical	2
IL1DR	BWM-DR02	chemical	3
IL1DR	RIPR	chemical	3
IL1DR	RMDDL	chemical	1
IL1DR	RMDVR	chemical	5
IL1DR	RMER	chemical	1
IL1L	BWM-DL02	chemical	4
IL1L	BWM-VL02	chemical	7
IL1L	IL1VL	chemical	1
IL1L	RMDDL	chemical	3
IL1L	RMDDR	chemical	1
IL1L	RMDL	chemical	2
IL1L	RMDVL	chemical	2
IL1L	RMER	chemical	5
IL1R	BWM-DR02	chemical	2
IL1R	BWM-VR02	chemical	4
IL1R	IL1DR	chemical	1
IL1R	RMDDL	chemical	1
IL1R	RMDDR	chemical	2
IL1R	RMDR	chemical	2
IL1R	RMDVR	chemical	2
IL1R	RMEL	chemical	2
IL1R	URAVR	chemical	1
IL1VL	BWM-VL01	chemical	1
IL1VL	BWM-VL02	chemical	2
IL1VL	RIPL	chemical	3
IL1VL	RMDDL	chemical	3
IL1VL	RMEL	chemical	2
IL1VR	BWM-VR01	chemical	2
IL1VR	BWM-VR02	chemical	2
IL1VR	RIPR	chemical	3
IL1VR	RMDDR	chemical	4
IL1VR	RMER	chemical	2
IL2DL	IL1DL	chemical	1
IL2DL	RIPL	chemical	5
IL2DL	RIPR	chemical	1
IL2DL	RMED	chemical	1
IL2DL	RMEL	chemical	2
IL2DL	RMER	chemical	1
IL2DL	RMEV	chemical	1
IL2DL	URADL	chemical	2
IL2DR	GLRDR	chemical	1
IL2DR	RIPL	chemical	1
IL2DR	RIPR	chemical	5
IL2DR	RMED	chemical	1
IL2DR	RMEL	chemical	2
IL2DR	RMER	chemical	1
IL2DR	RMEV	chemical	3
IL2DR	URADR	chemical	1
IL2L	OLQDL	chemical	3
IL2L	OLQVL	chemical	4
IL2L	RIH	chemical	6
IL2L	RMEL	chemical	1
IL2L	RMGL	electrical	1
IL2L	URXL	electrical	2
IL2R	OLLR	chemical	1
IL2R	OLQDR	chemical	4
IL2R	OLQVR	chemical	3
IL2R	RIH	chemical	6
IL2R	RMDL	chemical	1
IL2R	RMER	chemical	2
IL2R	SIBDR	chemical	1
IL2R	URADR	chemical	1
IL2R	URXR	electrical	1
IL2VL	RIH	chemical	1
IL2VL	RIPL	chemical	4
IL2VL	RMED	chemical	1
IL2VL	RMEL	chemical	2
IL2VL	RMER	chemical	2
IL2VL	RMEV	chemical	2
IL2VR	IL1VR	chemical	1
IL2VR	RIAR	chemical	1
IL2VR	RIPR	chemical	4
IL2VR	RMED	chemical	1
IL2VR	RMEL	chemical	2
IL2VR	RMER	chemical	2
IL2VR	RMEV	chemical	1
IL2VR	URAVR	chemical	1
OLLL	AVER	chemical	14
OLLL	CEPVL	chemical	1
OLLL	OLLR	electrical	2
OLLL	OLQDL	electrical	1
OLLL	OLQVL	electrical	1
OLLL	RIBL	chemical	10
OLLL	RIGL	electrical	1
OLLL	RMDDL	chemical	2
OLLL	RMDVL	chemical	1
OLLL	SAADR	electrical	1
OLLL	SMDDR	chemical	3
OLLL	SMDVL	chemical	1
OLLL	SMDVR	chemical	4
OLLR	AVEL	chemical	12
OLLR	CEPDR	chemical	1
OLLR	CEPVR	chemical	1
OLLR	RIBR	chemical	6
OLLR	RIGR	electrical	1
OLLR	RMDDR	chemical	1
OLLR	RMDL	chemical	1
OLLR	RMDVL	chemical	1
OLLR	RMDVR	chemical	3
OLLR	RMGR	chemical	1
OLLR	SMDDL	chemical	3
OLLR	SMDDR	chemical	1
OLLR	SMDVL	chemical	3
OLQDL	IL2L	chemical	1
OLQDL	RICR	chemical	1
OLQDL	RMDDR	chemical	1
OLQDL	SIBVL	chemical	1
OLQDR	IL2R	chemical	1
OLQDR	RICL	chemical	1
OLQDR	RICR	chemical	1
OLQDR	RMDDL	chemical	1
OLQDR	SIBVR	chemical	1
OLQVL	IL2L	chemical	1
OLQVL	RICL	chemical	1
OLQVL	RMDVR	chemical	1
OLQVL	SIBDL	chemical	1
OLQVR	IL2R	chemical	1
OLQVR	RIBR	electrical	1
OLQVR	RICR	chemical	1
OLQVR	RMDVL	chemical	1
OLQVR	SIBDR	chemical	1
OLQVR	URBR	electrical	1
PVCL	AVAL	chemical	1
PVCL	AVBL	chemical	1
PVCL	AVBR	chemical	4
PVCL	AVER	chemical	2
PVCL	AVHR	chemical	1
PVCL	AVJR	chemical	1
PVCL	RID	chemical	3
PVCL	SIAVL	chemical	1
PVCR	AVBL	chemical	2
PVCR	AVBR	chemical	1
PVCR	AVDL	chemical	2
PVCR	AVEL	chemical	1
PVPL	AVAL	chemical	1
PVPL	AVHR	chemical	1
PVPL	PVCL	chemical	1
PVPL	PVPR	electrical	1
PVPR	AVAR	chemical	1
PVPR	AVBL	chemical	1
PVPR	AVBR	chemical	1
PVPR	PVCR	chemical	2
PVPR	RIGR	chemical	1
PVPR	URXR	chemical	1
PVQL	AIAL	chemical	3
PVQL	AIAR	chemical	1
PVQL	AIML	chemical	1
PVQL	ASJL	chemical	1
PVQL	ASKL	chemical	2
PVQL	AWAL	chemical	1
PVQL	CEPshVL	chemical	1
PVQL	CEPVL	chemical	1
PVQR	AIAR	chemical	2
PVQR	AIMR	chemical	1
PVQR	ASJR	chemical	1
PVQR	ASKR	chemical	1
PVQR	CEPshVR	chemical	1
PVR	AVBL	chemical	1
PVR	AVBR	chemical	3
PVR	AVJL	chemical	1
PVR	AVJR	chemical	2
PVR	IL1DL	chemical	1
PVR	RIPL	chemical	1
PVR	RIPR	chemical	1
PVR	URADR	chemical	1
PVT	AIBL	chemical	2
PVT	AIBR	chemical	1
PVT	AVKL	chemical	2
PVT	AVKR	chemical	3
PVT	CEPshVL	chemical	1
PVT	CEPshVR	chemical	1
PVT	OLLL	chemical	1
PVT	RIGL	chemical	1
PVT	RIH	chemical	1
PVT	RIML	chemical	1
PVT	RIR	chemical	1
PVT	SMBDL	chemical	1
PVT	SMBVR	chemical	1
PVT	URBL	chemical	1
RIAL	IL1L	chemical	1
RIAL	RIAR	chemical	9
RIAL	RIVL	chemical	1
RIAL	RMDDL	chemical	9
RIAL	RMDDR	chemical	9
RIAL	RMDL	chemical	5
RIAL	RMDR	chemical	5
RIAL	RMDVL	chemical	8
RIAL	RMDVR	chemical	8
RIAL	SIADL	chemical	1
RIAL	SIAVR	chemical	2
RIAL	SMDDL	chemical	5
RIAL	SMDDR	chemical	6
RIAL	SMDVL	chemical	2
RIAL	SMDVR	chemical	5
RIAL	URXL	electrical	1
RIAR	CEPDR	chemical	1
RIAR	CEPVR	chemical	1
RIAR	RIAL	chemical	10
RIAR	RIVR	chemical	1
RIAR	RMDDL	chemical	6
RIAR	RMDDR	chemical	12
RIAR	RMDL	chemical	10
RIAR	RMDR	chemical	7
RIAR	RMDVL	chemical	9
RIAR	RMDVR	chemical	5
RIAR	SIADR	chemical	4
RIAR	SMDDL	chemical	5
RIAR	SMDDR	chemical	5
RIAR	SMDVL	chemical	9
RIAR	SMDVR	chemical	2
RIBL	AUAL	chemical	1
RIBL	AVAL	chemical	1
RIBL	AVDR	chemical	1
RIBL	AVEL	chemical	2
RIBL	BAGR	chemical	2
RIBL	CEPDL	chemical	1
RIBL	RIAL	chemical	2
RIBL	RIBL	electrical	1
RIBL	RIBR	electrical	3
RIBL	RIS	chemical	1
RIBL	SIBDL	electrical	1
RIBR	AIBL	chemical	3
RIBR	AVAR	chemical	1
RIBR	AVDL	chemical	1
RIBR	AVEL	chemical	2
RIBR	AVER	chemical	3
RIBR	BAGL	chemical	3
RIBR	OLLR	chemical	1
RIBR	RIAR	chemical	2
RIBR	RIBR	electrical	1
RIBR	RIGR	chemical	1
RIBR	RIS	chemical	1
RIBR	SMDVL	chemical	1
RICL	AIBR	chemical	1
RICL	AVAL	chemical	1
RICL	AVAR	chemical	4
RICL	CEPDL	chemical	1
RICL	CEPVR	chemical	1
RICL	RICR	chemical	1
RICL	SMDDL	chemical	1
RICL	SMDDR	chemical	1
RICL	URYVL	chemical	1
RICR	ADAL	chemical	1
RICR	ADAR	chemical	1
RICR	AVAL	chemical	1
RICR	AVAR	chemical	2
RICR	SAAVL	chemical	1
RICR	SMDDL	chemical	1
RICR	SMDDR	chemical	1
RIFL	ADAL	chemical	2
RIFL	ASHL	chemical	1
RIFL	AVBL	chemical	3
RIFL	AVJR	chemical	4
RIFL	RIML	chemical	2
RIFR	ADAR	chemical	1
RIFR	ASHR	chemical	2
RIFR	AVBL	chemical	2
RIFR	AVBR	chemical	4
RIFR	AVJL	chemical	3
RIFR	RIMR	chemical	2
RIGL	AIBR	chemical	1
RIGL	AIZL	chemical	1
RIGL	AVKL	chemical	3
RIGL	BAGR	chemical	1
RIGL	OLQVL	chemical	1
RIGL	RIBL	chemical	4
RIGL	RIGR	electrical	1
RIGL	RIML	chemical	1
RIGL	RMGL	chemical	4
RIGL	SAADR	chemical	1
RIGL	URYDL	chemical	1
RIGR	AVDL	chemical	1
RIGR	AVER	chemical	1
RIGR	AVKR	chemical	3
RIGR	BAGL	chemical	3
RIGR	OLQVR	chemical	1
RIGR	RIAR	chemical	1
RIGR	RIBR	chemical	2
RIGR	RMGR	chemical	3
RIGR	URYDR	electrical	1
RIGR	URYVR	chemical	1
RIH	AIZL	chemical	4
RIH	AIZR	chemical	4
RIH	BAGR	chemical	3
RIH	BWM-VL01	chemical	1
RIH	CEPDL	chemical	1
RIH	CEPDR	chemical	2
RIH	CEPshDR	chemical	1
RIH	GLRVL	chemical	1
RIH	GLRVR	chemical	1
RIH	IL2VL	chemical	1
RIH	IL2VR	chemical	1
RIH	OLQDL	chemical	2
RIH	OLQDR	chemical	4
RIH	OLQVL	chemical	1
RIH	OLQVR	chemical	2
RIH	RIAL	chemical	6
RIH	RIAR	chemical	3
RIH	RIBL	chemical	1
RIH	RIBR	chemical	2
RIH	RIPL	chemical	3
RIH	RIPR	chemical	4
RIH	RIR	chemical	1
RIH	RMEL	chemical	1
RIML	AIBR	chemical	2
RIML	AVBL	chemical	1
RIML	AVBR	chemical	3
RIML	AVHR	chemical	1
RIML	BWM-DR04	chemical	1
RIML	BWM-DR06	chemical	1
RIML	BWM-VR04	chemical	1
RIML	RIBL	chemical	2
RIML	RIBR	chemical	1
RIML	RIGL	chemical	1
RIML	RIS	chemical	1
RIML	RMDL	chemical	1
RIML	RMDR	chemical	3
RIML	SAADR	chemical	1
RIML	SAAVR	chemical	2
RIML	SMDDL	chemical	3
RIML	SMDDR	chemical	2
RIML	SMDVL	chemical	1
RIMR	ADAR	chemical	1
RIMR	AIBL	chemical	4
RIMR	AVBL	chemical	3
RIMR	AVBR	chemical	1
RIMR	BWM-DL04	chemical	1
RIMR	BWM-VL04	chemical	2
RIMR	BWM-VL06	chemical	1
RIMR	RIBL	chemical	2
RIMR	RIBR	chemical	4
RIMR	RMDL	chemical	3
RIMR	RMGL	chemical	1
RIMR	SAAVL	chemical	2
RIMR	SAAVR	chemical	1
RIMR	SMDDL	chemical	2
RIMR	SMDDR	chemical	2
RIMR	SMDVR	chemical	3
RIPL	IL2DR	chemical	1
RIPL	RIH	chemical	1
RIPL	RIPR	chemical	1
RIR	ADFL	chemical	1
RIR	AIYL	chemical	1
RIR	AIZL	chemical	4
RIR	AIZR	chemical	2
RIR	AUAR	chemical	1
RIR	AVAL	chemical	1
RIR	BAGL	chemical	1
RIR	DVA	chemical	3
RIR	RIAL	chemical	4
RIR	RIAR	chemical	4
RIR	RIGR	chemical	1
RIR	URXL	chemical	5
RIR	URXR	chemical	3
RIR	URYVR	chemical	1
RIS	AVEL	chemical	4
RIS	AVER	chemical	3
RIS	CEPDL	chemical	1
RIS	CEPDR	chemical	1
RIS	CEPVL	chemical	1
RIS	CEPVR	chemical	1
RIS	RIBL	chemical	5
RIS	RIBR	chemical	3
RIS	RIML	chemical	1
RIS	RIMR	chemical	1
RIS	RMDL	chemical	1
RIS	RMDR	chemical	3
RIS	SMDDR	chemical	1
RIS	SMDVR	chemical	1
RIVL	GLRVL	chemical	1
RIVL	GLRVR	chemical	2
RIVL	RIAL	chemical	1
RIVL	RIAR	chemical	2
RIVL	RIVR	electrical	1
RIVL	RMDDR	chemical	1
RIVL	RMDVL	chemical	1
RIVL	SAADR	chemical	2
RIVR	BWM-VL03	chemical	1
RIVR	GLRVL	chemical	2
RIVR	RIAL	chemical	2
RIVR	RIAR	chemical	1
RIVR	RIH	chemical	1
RIVR	RMDDL	chemical	3
RIVR	SAADL	chemical	2
RIVR	SMDDL	chemical	1
RIVR	SMDVR	chemical	2
RMDDL	BWM-DR01	chemical	2
RMDDL	BWM-DR02	chemical	4
RMDDL	BWM-DR03	chemical	2
RMDDL	BWM-DR04	chemical	3
